"Latinx_Panethnic","Immigrant_Generation","Education","cohorts","HouseholdIncome","Political_leanings","Ethnicity","gender"
NA,"Second Generation",NA,"boomers",7,"Moderate",NA,"1"
NA,"Third Generation",NA,"genx",5,"Liberal",NA,"0"
NA,"Second Generation","Some College or Associates","genx",5,"Liberal",NA,"1"
NA,NA,NA,"boomers",6,"Liberal",NA,"1"
"1","Second Generation","Some College or Associates","millenials",4,"Liberal","Central American","0"
NA,"Third Generation","Bachelors","millenials",1,"Liberal",NA,"1"
"1",NA,"Some College or Associates","boomers",4,"Liberal","Mexican","0"
NA,"Third Generation","Some College or Associates","genx",6,"Moderate",NA,"0"
NA,"Third Generation",NA,"boomers",6,"Liberal",NA,"1"
NA,"Third Generation","Bachelors","boomers",5,"Liberal",NA,"0"
NA,"First Generation",NA,"millenials",6,"Liberal",NA,"0"
NA,"Third Generation",NA,"millenials",5,"Liberal",NA,"0"
NA,"First Generation",NA,"boomers",7,"Conservative",NA,"1"
NA,"Third Generation",NA,"millenials",6,"Liberal",NA,"0"
"0","Third Generation","High School","genz",2,"Conservative","Mexican","1"
"0","Second Generation","Some College or Associates","genz",1,"Conservative","Mexican","0"
"0","Second Generation","High School","genz",1,"Liberal","Other","0"
NA,"Third Generation","Bachelors","boomers",4,"Moderate",NA,"0"
NA,"Third Generation",NA,"millenials",6,"Moderate",NA,"1"
NA,"Third Generation",NA,"boomers",7,"Moderate",NA,"0"
"1","Third Generation","Some College or Associates","genx",6,"Conservative","Mexican","1"
"1","Third Generation","Some College or Associates","genz",1,"Liberal","Mexican","0"
NA,"Third Generation","Some College or Associates","boomers",5,"Moderate",NA,"0"
NA,"Third Generation","Bachelors","genx",4,"Moderate",NA,"1"
NA,"Second Generation","Bachelors","boomers",6,"Conservative",NA,"1"
NA,"Third Generation",NA,"genx",6,"Liberal",NA,"0"
NA,"Third Generation",NA,"genx",6,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","boomers",6,"Moderate",NA,"1"
NA,"Third Generation",NA,"millenials",5,"Liberal",NA,"1"
NA,"Second Generation",NA,"genx",6,"Conservative",NA,"0"
NA,"Third Generation","Bachelors","millenials",1,"Liberal",NA,"0"
NA,"First Generation","Some College or Associates","boomers",5,"Moderate",NA,"0"
"0",NA,NA,"millenials",7,"Liberal","Mexican","0"
"0",NA,"Some College or Associates","boomers",5,"Conservative","Mexican","0"
NA,"First Generation",NA,"boomers",5,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","boomers",4,"Liberal",NA,"0"
NA,"Third Generation","High School","boomers",4,"Conservative",NA,"0"
NA,"Third Generation",NA,"boomers",6,"Conservative",NA,"0"
NA,NA,NA,"genx",3,"Conservative",NA,"1"
"0","Third Generation","Some College or Associates","genz",1,"Liberal","Mexican","0"
NA,"Second Generation","Some College or Associates","genx",6,"Moderate",NA,"0"
"1",NA,"Some College or Associates","genz",5,"Liberal","Mexican","1"
"0",NA,"Some College or Associates","boomers",6,"Conservative","Mexican","1"
NA,NA,"Some College or Associates","boomers",1,"Moderate",NA,"1"
NA,"Third Generation","Bachelors","boomers",6,"Liberal",NA,"0"
NA,NA,"Some College or Associates","boomers",NA,"Liberal",NA,"0"
NA,NA,"Bachelors","genx",6,"Moderate",NA,"0"
NA,"Third Generation","Some College or Associates","boomers",5,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","genz",4,"Conservative",NA,"0"
"0",NA,"High School","boomers",1,"Liberal","Other","0"
NA,"Third Generation","Some College or Associates","millenials",4,"Liberal",NA,"0"
NA,"Third Generation",NA,"millenials",7,"Conservative",NA,"1"
NA,"Third Generation","Some College or Associates","boomers",3,"Liberal",NA,"0"
NA,"First Generation",NA,"boomers",6,"Moderate",NA,"0"
NA,"First Generation",NA,"boomers",6,"Conservative",NA,"1"
NA,"Third Generation",NA,"boomers",NA,"Liberal",NA,"1"
NA,"Third Generation","Some College or Associates","boomers",5,"Moderate",NA,"0"
NA,"First Generation","Bachelors","millenials",6,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","boomers",2,"Liberal",NA,"1"
NA,"First Generation","Bachelors","boomers",7,"Liberal",NA,"1"
NA,"First Generation",NA,"boomers",5,"Moderate",NA,"0"
"0","Third Generation","Some College or Associates","genz",5,"Liberal","Mexican","1"
NA,"Third Generation",NA,"boomers",5,"Moderate",NA,NA
"1",NA,"Some College or Associates","genz",1,"Liberal","Mexican","0"
"0",NA,NA,"millenials",6,"Moderate","Mexican","0"
"1","First Generation",NA,"genx",6,"Liberal","Mexican","1"
NA,"Third Generation","Less than HS","boomers",7,"Moderate",NA,"1"
NA,"Third Generation","Some College or Associates","boomers",6,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","boomers",5,"Moderate",NA,"0"
NA,"Third Generation",NA,"boomers",NA,"Moderate",NA,"1"
NA,"First Generation","Bachelors","boomers",6,"Moderate",NA,"1"
NA,"Third Generation",NA,"boomers",7,"Liberal",NA,"0"
NA,"Third Generation",NA,"genx",6,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","genz",2,"Liberal",NA,"1"
NA,"Third Generation",NA,"genx",7,"Liberal",NA,"0"
NA,NA,NA,"boomers",6,"Conservative",NA,"0"
NA,"Third Generation","Bachelors","boomers",7,"Moderate",NA,"1"
NA,"Second Generation",NA,"boomers",5,"Moderate",NA,"0"
NA,"Third Generation","Some College or Associates","genx",3,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","boomers",5,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",5,"Conservative",NA,"0"
NA,NA,"Some College or Associates","boomers",6,"Liberal",NA,"0"
NA,"Second Generation",NA,"boomers",6,"Conservative",NA,"1"
NA,"Third Generation",NA,"boomers",1,"Liberal",NA,"1"
NA,"Third Generation",NA,"genx",4,"Liberal",NA,"0"
NA,NA,"Some College or Associates","genx",6,"Liberal",NA,"1"
NA,"Third Generation",NA,"genx",5,"Conservative",NA,"0"
NA,NA,"High School","millenials",4,"Moderate",NA,"0"
"0","Second Generation",NA,"boomers",5,"Conservative","Central American","0"
NA,"Third Generation","Some College or Associates","boomers",5,"Moderate",NA,"0"
NA,"First Generation",NA,"genx",7,"Conservative",NA,"0"
NA,NA,"Bachelors","boomers",6,"Liberal",NA,"0"
"0","Second Generation","Some College or Associates","genz",1,"Liberal","Mexican","0"
NA,"Third Generation","High School","boomers",3,"Conservative",NA,"0"
"0",NA,"Some College or Associates","genz",6,"Conservative","Mexican","1"
NA,"Second Generation","Bachelors","genx",7,"Moderate",NA,"0"
NA,"Third Generation","Some College or Associates","boomers",4,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",7,"Conservative",NA,"1"
"0","Second Generation","High School","genz",2,"Conservative","Mexican","1"
NA,"Third Generation",NA,"boomers",5,"Conservative",NA,"0"
NA,"Third Generation","Bachelors","millenials",6,"Conservative",NA,"0"
NA,"Third Generation","Bachelors","genx",6,"Liberal",NA,"1"
NA,"Third Generation","Some College or Associates","genx",5,"Liberal",NA,"0"
"0","Third Generation","Bachelors","boomers",6,"Conservative","Mexican","1"
NA,NA,"Some College or Associates","boomers",NA,"Moderate",NA,"1"
NA,"Third Generation",NA,"boomers",7,"Liberal",NA,"1"
NA,"Second Generation","Bachelors","genz",4,"Liberal",NA,"0"
NA,"Third Generation",NA,"genx",6,"Liberal",NA,"1"
NA,"Third Generation",NA,"boomers",6,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","genx",4,"Moderate",NA,"1"
NA,"Third Generation","Bachelors","genz",4,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","genz",3,"Conservative",NA,"1"
NA,"Third Generation","Bachelors","boomers",5,"Liberal",NA,"1"
NA,"First Generation",NA,"boomers",7,"Liberal",NA,"0"
"0",NA,NA,"genx",7,"Moderate","Mexican","0"
NA,NA,"Some College or Associates","genz",7,"Liberal",NA,"0"
"0","First Generation","Bachelors","boomers",7,"Conservative","Mexican","1"
NA,"Third Generation","Bachelors","millenials",5,"Moderate",NA,"1"
NA,"Third Generation",NA,"genx",6,"Liberal",NA,"0"
NA,NA,NA,"boomers",6,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",7,"Moderate",NA,"0"
NA,"Third Generation","Bachelors","genx",7,"Liberal",NA,"0"
NA,NA,"Some College or Associates","genx",6,"Liberal",NA,"0"
NA,NA,"Some College or Associates","genz",5,"Liberal",NA,"1"
NA,"Third Generation","Bachelors","boomers",6,"Conservative",NA,"1"
"0","Second Generation","High School","boomers",6,"Liberal","Mexican","0"
NA,"Third Generation",NA,"boomers",6,"Moderate",NA,"1"
NA,"Third Generation","Bachelors","boomers",2,"Conservative",NA,"1"
NA,"Third Generation",NA,"genx",6,"Liberal",NA,"0"
NA,"Second Generation",NA,"genx",7,"Conservative",NA,"1"
NA,"Third Generation",NA,"genx",2,"Liberal",NA,"0"
NA,NA,"Some College or Associates","boomers",6,"Moderate",NA,"1"
NA,"Third Generation",NA,"boomers",7,"Conservative",NA,"0"
NA,"Third Generation","Bachelors","boomers",6,"Liberal",NA,"1"
NA,"Third Generation","Bachelors","genz",2,"Liberal",NA,"1"
NA,"Third Generation",NA,"boomers",6,"Liberal",NA,"0"
NA,NA,NA,"boomers",6,"Liberal",NA,"0"
NA,"First Generation","Bachelors","genx",7,"Conservative",NA,"1"
NA,"Third Generation",NA,"boomers",4,"Moderate",NA,"0"
NA,"Third Generation","Bachelors","genx",4,"Conservative",NA,"0"
NA,"Third Generation",NA,"millenials",4,"Liberal",NA,"0"
NA,"Third Generation",NA,"genx",7,"Liberal",NA,"0"
NA,"Second Generation","Bachelors","boomers",6,"Conservative",NA,"1"
"0","First Generation","Some College or Associates","millenials",6,"Moderate","Mexican","1"
NA,"Third Generation","Some College or Associates","boomers",6,"Conservative",NA,"0"
NA,"Second Generation","Bachelors","millenials",6,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",5,"Moderate",NA,"0"
NA,"First Generation","Bachelors","boomers",5,"Conservative",NA,"1"
NA,"Second Generation","Bachelors","boomers",5,"Liberal",NA,"1"
NA,"First Generation",NA,"boomers",6,"Moderate",NA,"0"
NA,"Third Generation","Bachelors","boomers",4,"Conservative",NA,"0"
NA,"Second Generation",NA,"millenials",6,"Moderate",NA,"0"
NA,"Second Generation","Some College or Associates","genz",5,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",6,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","millenials",5,"Liberal",NA,"0"
NA,"Third Generation",NA,"millenials",6,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",2,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","millenials",6,"Moderate",NA,"1"
NA,"Third Generation",NA,"boomers",3,"Liberal",NA,"0"
NA,"Third Generation",NA,"millenials",6,"Conservative",NA,"0"
NA,NA,NA,"millenials",7,"Liberal",NA,"1"
NA,"First Generation",NA,"boomers",5,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","millenials",4,"Moderate",NA,"1"
NA,"Third Generation","Bachelors","boomers",6,"Conservative",NA,"1"
NA,"Third Generation","Some College or Associates","boomers",5,"Conservative",NA,"0"
NA,"Third Generation",NA,"genx",6,"Conservative",NA,"1"
NA,NA,"High School","boomers",7,"Conservative",NA,"1"
NA,NA,"Bachelors","genz",1,"Moderate",NA,"0"
NA,"Third Generation","Bachelors","millenials",6,"Liberal",NA,"1"
NA,"Third Generation",NA,"genx",6,"Liberal",NA,"0"
"1","Third Generation","Bachelors","genx",6,"Moderate","Mexican","1"
NA,"First Generation",NA,"genx",7,"Moderate",NA,"0"
NA,"Third Generation","Some College or Associates","boomers",6,"Liberal",NA,"1"
NA,"Third Generation",NA,"genx",7,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","millenials",7,"Liberal",NA,"0"
NA,"Second Generation",NA,"genx",5,"Liberal",NA,"0"
NA,"First Generation","Some College or Associates","boomers",3,"Moderate",NA,"1"
"0","Second Generation","High School","genx",2,"Moderate","Mexican","0"
NA,"First Generation","Bachelors","genx",5,"Moderate",NA,"0"
NA,"Third Generation","Some College or Associates","boomers",5,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","genx",1,"Moderate",NA,"0"
"0","Third Generation","High School","genx",5,"Conservative","Other","0"
NA,"Third Generation","Some College or Associates","genz",6,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",6,"Liberal",NA,"1"
"0",NA,NA,"boomers",7,"Conservative","Mexican","1"
NA,"Third Generation","Some College or Associates","boomers",3,"Liberal",NA,"0"
NA,"Third Generation","High School","genz",1,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","genx",1,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",NA,"Conservative",NA,"1"
NA,"Third Generation",NA,"genx",5,"Conservative",NA,"1"
"0","Third Generation",NA,"genx",7,"Conservative","Other","0"
NA,"Second Generation",NA,"millenials",4,"Moderate",NA,"0"
"0",NA,"Some College or Associates","genz",1,"Moderate","Mexican","0"
NA,"Third Generation","Some College or Associates","boomers",5,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","boomers",4,"Liberal",NA,"1"
NA,"Third Generation",NA,"millenials",5,"Liberal",NA,"0"
"0","First Generation",NA,"genx",7,"Liberal","South American","0"
NA,"Third Generation",NA,"millenials",4,"Moderate",NA,"0"
NA,"First Generation","Some College or Associates","boomers",1,"Moderate",NA,"0"
"0","Third Generation","Bachelors","millenials",6,"Moderate","Mexican","0"
"0","First Generation",NA,"boomers",7,"Liberal","Other","1"
NA,"First Generation","Some College or Associates","boomers",5,"Moderate",NA,"1"
NA,"Third Generation",NA,"boomers",6,"Conservative",NA,"1"
NA,"Third Generation","Some College or Associates","millenials",5,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","genx",5,"Liberal",NA,"0"
NA,"Third Generation",NA,"genx",6,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",7,"Moderate",NA,"1"
NA,"First Generation","Bachelors","boomers",4,"Liberal",NA,"1"
NA,"Third Generation",NA,"millenials",6,"Conservative",NA,"1"
NA,"First Generation","Bachelors","boomers",6,"Conservative",NA,"1"
NA,"Third Generation",NA,"boomers",5,"Liberal",NA,"0"
NA,"Third Generation",NA,"genx",7,"Liberal",NA,"1"
NA,"First Generation","Bachelors","boomers",6,"Liberal",NA,"1"
"0","Third Generation","Some College or Associates","genz",1,"Moderate","Mexican","0"
NA,"Third Generation","Bachelors","millenials",5,"Liberal",NA,"1"
NA,"Third Generation",NA,"boomers",2,"Liberal",NA,"0"
"0","Third Generation","Less than HS","genz",1,"Moderate","Mexican","0"
"1",NA,"High School","millenials",4,"Conservative","Mexican","0"
NA,"Third Generation",NA,"boomers",6,"Conservative",NA,"0"
NA,"First Generation","Bachelors","genx",6,"Conservative",NA,"1"
NA,"Third Generation","Some College or Associates","genz",2,"Liberal",NA,"1"
NA,"First Generation","Bachelors","boomers",NA,"Liberal",NA,"1"
"0","Third Generation",NA,"millenials",5,"Liberal","Mexican","0"
NA,"Third Generation",NA,"boomers",7,"Moderate",NA,"1"
"0","Third Generation","Some College or Associates","genz",7,"Conservative","Other","0"
NA,"Third Generation",NA,"boomers",3,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","boomers",6,"Liberal",NA,"1"
NA,NA,"Bachelors","millenials",5,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",5,"Conservative",NA,"0"
NA,"Third Generation","Bachelors","boomers",6,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","genz",7,"Moderate",NA,"0"
NA,"Third Generation","Bachelors","genx",5,"Conservative",NA,"0"
"0","First Generation",NA,"boomers",7,"Liberal","South American","0"
"0","Second Generation","Less than HS","genz",4,"Moderate","Central American","1"
NA,NA,"Some College or Associates","genz",5,"Conservative",NA,"1"
"0","Third Generation","Bachelors","boomers",5,"Conservative","Central American","0"
NA,"Third Generation",NA,"boomers",6,"Moderate",NA,"1"
NA,"Second Generation","Bachelors","genz",5,"Liberal",NA,"1"
NA,"Third Generation","Some College or Associates","boomers",6,"Conservative",NA,"1"
"0","Second Generation","Some College or Associates","genz",1,"Liberal","South American","1"
NA,"Third Generation",NA,"millenials",6,"Liberal",NA,"0"
NA,"First Generation","Bachelors","boomers",5,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",7,"Moderate",NA,"1"
NA,"Third Generation",NA,"boomers",6,"Liberal",NA,"1"
NA,"First Generation",NA,"boomers",5,"Conservative",NA,"1"
NA,"Third Generation","Some College or Associates","genx",5,"Moderate",NA,"0"
"0","Second Generation","Bachelors","millenials",4,"Liberal","Mexican","0"
NA,"Third Generation","Some College or Associates","boomers",5,"Moderate",NA,"0"
"1","Third Generation","High School","genz",2,"Liberal","Mexican","1"
NA,"Third Generation","High School","genz",6,"Conservative",NA,"1"
NA,"Third Generation",NA,"boomers",6,"Moderate",NA,"1"
"0","First Generation",NA,"genx",6,"Liberal","Central American","0"
NA,"Second Generation","Some College or Associates","genx",2,"Liberal",NA,"1"
NA,NA,NA,"genx",7,"Liberal",NA,"1"
NA,"Second Generation",NA,"boomers",7,"Conservative",NA,"1"
NA,"First Generation",NA,"millenials",6,"Liberal",NA,"0"
NA,"Third Generation","High School","boomers",6,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","boomers",5,"Conservative",NA,"1"
NA,"Third Generation","High School","boomers",3,"Liberal",NA,"0"
NA,NA,NA,"boomers",7,"Moderate",NA,"1"
"1","Second Generation","Some College or Associates","genx",6,"Liberal","Mexican","1"
NA,"Third Generation","Bachelors","boomers",7,"Liberal",NA,"1"
"0","Third Generation","Some College or Associates","genz",1,"Moderate","Mexican","0"
NA,"Third Generation","Some College or Associates","boomers",6,"Conservative",NA,"0"
"0","First Generation","High School","boomers",5,"Liberal","Mexican","1"
NA,"Third Generation","Bachelors","boomers",6,"Moderate",NA,"1"
NA,"Third Generation","Some College or Associates","millenials",5,"Liberal",NA,"0"
NA,"Third Generation",NA,"millenials",6,"Conservative",NA,"1"
"0",NA,"High School","millenials",1,"Moderate","Other","0"
NA,NA,NA,"boomers",4,"Conservative",NA,"1"
"1","First Generation",NA,"genx",7,"Moderate","Mexican","0"
NA,"Third Generation","Bachelors","millenials",4,"Liberal",NA,"1"
"0","Second Generation","Some College or Associates","millenials",2,"Liberal","Mexican","1"
NA,"Third Generation","Bachelors","boomers",2,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","millenials",6,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","genx",5,"Conservative",NA,"1"
NA,"First Generation",NA,"boomers",7,"Liberal",NA,"1"
NA,"Third Generation","Some College or Associates","boomers",4,"Liberal",NA,NA
